[-500. -399.]
[-500. -298.]
[-500. -500.]
[-500. -500.]
[-197. -298.]
[-500. -298.]
[-399. -197.]
[-500. -197.]
[-500. -500.]
[-500. -500.]
[-197. -399.]
[-197. -500.]
[-500. -197.]
[-399. -399.]
[-500. -197.]
[-399. -500.]
[-298. -197.]
[-500. -500.]
[-500. -500.]
[-298. -500.]
[-399. -298.]
[-500. -197.]
[-500. -500.]
[-58.  43.]
[-298. -197.]
[-500. -197.]
[-500. -500.]
[-399. -197.]
[-500. -500.]
[-500. -298.]
[-500. -197.]
[-500. -197.]
[-399. -500.]
[-500. -500.]
[-500. -500.]
[-298. -197.]
[-500. -500.]
[-399. -298.]
[-298. -399.]
[-500. -500.]
[-500. -197.]
[-500. -500.]
[-500. -500.]
[-89.  12.]
[-197. -500.]
[-399. -500.]
[-197. -500.]
[-197. -298.]
[-298. -197.]
[-500. -197.]
[-298. -197.]
[-500. -197.]
[-500. -298.]
[-197. -399.]
[-500. -197.]
[-500. -500.]
[-197. -399.]
[-399. -298.]
[-298. -197.]
[-500. -500.]
[-500. -500.]
[-500. -197.]
[-399. -197.]
[-298. -500.]
[-399. -500.]
[-500. -197.]
[-500. -197.]
[-500. -197.]
[-298. -399.]
[-500. -500.]
[-500. -500.]
[-500. -399.]
[-298. -197.]
[-197. -399.]
[-399. -500.]
[-298. -399.]
[-298. -399.]
[-500. -500.]
[-500. -197.]
[-399. -500.]
[-298. -500.]
[-500. -197.]
[-298. -197.]
[-399. -500.]
[-500. -500.]
[-500. -500.]
[-500. -197.]
[-399. -197.]
[-298. -197.]
[-500. -298.]
[-500. -197.]
[-500. -298.]
[-500. -197.]
[-197. -399.]
[-500. -197.]
[-298. -298.]
[-298. -399.]
[-298. -500.]
[-500. -500.]
[-500. -500.]
[-298. -500.]
[-500. -197.]
[-500. -500.]
[-500. -197.]
[-399. -197.]
[-298. -500.]
[-500. -197.]
[-500. -500.]
[-500. -500.]
[-399. -197.]
[-298. -197.]
[-500. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-500. -197.]
[-399. -197.]
[-298. -197.]
[-197. -399.]
[-500. -197.]
[-197. -399.]
[-399. -197.]
[-500. -500.]
[-399. -197.]
[-197. -500.]
[-399. -197.]
[-500. -197.]
[-298. -197.]
[-500. -500.]
[-197. -399.]
[-197. -399.]
[-197. -500.]
[-500. -500.]
[-500. -197.]
[-500. -399.]
[-197. -500.]
[-197. -500.]
[-399. -197.]
[-298. -197.]
[-500. -500.]
[184. 285.]
[-500. -197.]
[-197. -399.]
[-399. -197.]
[-500. -500.]
[-500. -500.]
[-197. -500.]
[-500. -197.]
[-500. -298.]
[-500. -500.]
[-298. -197.]
[-500. -197.]
[-298. -399.]
[-197. -500.]
[-500. -197.]
[-399. -197.]
[-399. -197.]
[-298. -500.]
[-500. -500.]
[-399. -298.]
[-197. -399.]
[-500. -197.]
[-399. -197.]
[-500. -197.]
[-500. -197.]
[-298. -197.]
[-500. -500.]
[-500. -500.]
[-500. -197.]
[-399. -500.]
[-197. -500.]
[-399. -197.]
[-298. -197.]
[-197. -500.]
[-500. -197.]
[-500. -500.]
[-500. -197.]
[-500. -500.]
[-399. -197.]
[-399. -197.]
[-197. -500.]
[-197. -500.]
[-399. -197.]
[-298. -197.]
[-197. -399.]
[-298. -197.]
[-500. -500.]
[-197. -399.]
[-197. -500.]
[-197. -500.]
[-500. -197.]
[-156.  -55.]
[-298. -197.]
[-399. -197.]
[-500. -197.]
[-197. -500.]
[-399. -500.]
[-500. -197.]
[-298. -197.]
[-298. -500.]
[-298. -197.]
[-197. -500.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-500. -197.]
[-399. -197.]
[-500. -500.]
[-399. -197.]
[-197. -500.]
[-399. -197.]
[-197. -399.]
[-197. -500.]
[-197. -500.]
[-197. -399.]
[-500. -500.]
[-399. -197.]
[-399. -197.]
[-197. -500.]
[-399. -197.]
[-399. -197.]
[-500. -500.]
[-197. -399.]
[-197. -500.]
[-399. -197.]
[-197. -399.]
[-197. -399.]
[-399. -197.]
[-197. -399.]
[ 75. 176.]
[-197. -399.]
[-197. -399.]
[-197. -500.]
[-197. -500.]
[-197. -399.]
[-298. -197.]
[-298. -197.]
[-500. -197.]
[-197. -399.]
[-500. -500.]
[-399. -197.]
[-197. -298.]
[-298. -197.]
[-197. -399.]
[-399. -197.]
[-197. -399.]
[-298. -197.]
[-197. -399.]
[-500. -197.]
[-197. -399.]
[-298. -197.]
[-500. -500.]
[-399. -197.]
[-197. -399.]
[-500. -197.]
[-500. -500.]
[-399. -197.]
[-197. -399.]
[-500. -500.]
[-500. -500.]
[-197. -399.]
[-500. -500.]
[-197. -399.]
[-197. -500.]
[-197. -399.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[-399. -197.]
[-399. -197.]
[-500. -500.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[-399. -197.]
[-399. -197.]
[-500. -500.]
[-500. -197.]
[-399. -197.]
[-197. -399.]
[-197. -399.]
[-197. -399.]
[-399. -197.]
[ 60. 161.]
[-197. -500.]
[-197. -399.]
[-399. -197.]
[-298. -197.]
[-500. -500.]
[-500. -500.]
[-399. -197.]
[-500. -500.]
[-399. -197.]
[-500. -298.]
[-500. -500.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[-399. -197.]
[-500. -500.]
[-197. -399.]
[-500. -500.]
[-500. -500.]
[-399. -197.]
[-197. -500.]
[-197. -399.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-197. -399.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[-399. -197.]
[-399. -197.]
[-298. -197.]
[-197. -399.]
[ 10. 111.]
[-399. -197.]
[-500. -197.]
[-197. -298.]
[-197. -298.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-500. -500.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[-399. -197.]
[-298. -197.]
[-298. -197.]
[-500. -197.]
[-500. -500.]
[-399. -197.]
[-298. -197.]
[-298. -197.]
[-298. -197.]
[-15.  86.]
[-298. -197.]
[-500. -500.]
[-197. -399.]
[-500. -197.]
[-399. -197.]
[-500. -197.]
[-83. -83.]
[-197. -399.]
[-399. -399.]
[-399. -197.]
[-500. -197.]
[-197. -399.]
[-500. -500.]
[-197. -399.]
[-500. -197.]
[-111.  -10.]
[-500. -399.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[-399. -399.]
[-197. -399.]
[-500. -500.]
[-399. -197.]
[-399. -197.]
[-500. -500.]
[-500. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[119. 119.]
[-186.  -85.]
[-197. -399.]
[-500. -500.]
[-399. -197.]
[-500. -197.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[-298. -197.]
[-500. -500.]
[-399. -500.]
[-399. -197.]
[-197. -399.]
[-500. -399.]
[-197. -399.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[-399. -197.]
[-197. -399.]
[-197. -500.]
[-399. -197.]
[-197. -399.]
[-197. -399.]
[-197. -399.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[168. 168.]
[-298. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-197. -298.]
[-197. -399.]
[-399. -197.]
[-399. -197.]
[-33. -33.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[-65.  36.]
[-298. -197.]
[-399. -197.]
[-153.  -52.]
[-197. -399.]
[-197. -399.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-298. -197.]
[-197. -399.]
[-399. -197.]
[-399. -197.]
[-144.  -43.]
[-399. -197.]
[-298. -197.]
[-399. -197.]
[-197. -399.]
[-399. -197.]
[-197. -298.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[-298. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[288. 288.]
[-197. -399.]
[-96.   5.]
[-399. -197.]
[4. 4.]
[-197. -399.]
[-399. -197.]
[-197. -399.]
[-399. -197.]
[-399. -197.]
[ 67. 168.]
[-399. -197.]
[-399. -197.]
[-298. -197.]
[-197. -399.]
[-399. -197.]
[-298. -197.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-399. -298.]
[-197. -399.]
[-399. -197.]
[ 81. 182.]
[-399. -197.]
[-298. -197.]
[-399. -197.]
[-113.  -12.]
[-500. -197.]
[-399. -197.]
[-399. -197.]
[-399. -399.]
[39. 39.]
[-399. -197.]
[-188.  -87.]
[-298. -197.]
[-298. -197.]
[213. 213.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-50.  51.]
[-399. -197.]
[ 43. 144.]
[-197. -399.]
[-298. -197.]
[-197. -399.]
[-298. -197.]
[-180.  -79.]
[-399. -197.]
[66. 66.]
[-197. -399.]
[-191.  -90.]
[-399. -197.]
[ 98. 199.]
[-66.  35.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-298. -399.]
[ 52. 153.]
[-197. -399.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[-58.  43.]
[112. 112.]
[-500. -197.]
[-39.  62.]
[-399. -197.]
[-500. -197.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[-298. -197.]
[-399. -399.]
[-500. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-500. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[-197. -399.]
[-399. -197.]
[-500. -197.]
[-500. -197.]
[-399. -197.]
[-399. -298.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-50. -50.]
[-197. -399.]
[-298. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-500. -197.]
[-399. -197.]
[-399. -197.]
[-500. -197.]
[-500. -197.]
[-399. -197.]
[-185.  -84.]
[-197. -399.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[-399. -197.]
[-399. -197.]
[-197. -399.]
[-500. -298.]
[-298. -298.]
[-500. -500.]
[-197. -399.]
[-197. -500.]
[-399. -500.]
[-399. -500.]
[-500. -500.]
[-298. -500.]
[-500. -500.]
[-500. -298.]
[-500. -298.]
[-298. -500.]
[-298. -500.]
[-298. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-298. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-298. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -298.]
[-500. -500.]
[-500. -500.]
[-399. -500.]
[-500. -500.]
[-298. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-298. -500.]
[-500. -500.]
[-500. -500.]
[-500. -298.]
[-298. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -298.]
[-298. -500.]
[-500. -500.]
[-399. -500.]
[-500. -298.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-298. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-298. -500.]
[-399. -500.]
[-500. -298.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-298. -500.]
[-500. -500.]
[-298. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-197. -500.]
[-500. -298.]
[-500. -500.]
[-500. -500.]
[-500. -399.]
[-197. -500.]
[-399. -500.]
[-500. -500.]
[-500. -500.]
[-500. -197.]
[-500. -500.]
[-500. -500.]
[-500. -399.]
[-399. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -197.]
[-500. -500.]
[-500. -197.]
[-500. -500.]
[-500. -500.]
[-197. -500.]
[-197. -500.]
[-500. -399.]
[-500. -399.]
[-399. -500.]
[-197. -500.]
[-500. -399.]
[-197. -399.]
[-197. -500.]
[-298. -500.]
[-500. -197.]
[-500. -298.]
[-298. -197.]
[-399. -298.]
[-298. -500.]
[-399. -500.]
[-500. -197.]
[-197. -500.]
[-298. -500.]
[-500. -500.]
[-298. -500.]
[-399. -197.]
[-298. -500.]
[-197. -298.]
[-500. -197.]
[-500. -500.]
[-500. -399.]
[-197. -500.]
[-500. -500.]
[-500. -298.]
[-500. -298.]
[-399. -500.]
[-197. -298.]
[-500. -500.]
[-500. -298.]
[-500. -298.]
[-500. -500.]
[-500. -197.]
[-500. -500.]
[-500. -500.]
[-500. -197.]
[-298. -197.]
[-500. -500.]
[-500. -197.]
[-500. -500.]
[-500. -298.]
[-298. -500.]
[-34. -34.]
[-298. -500.]
[-298. -298.]
[-500. -197.]
[-298. -500.]
[-298. -500.]
[-500. -500.]
[-500. -197.]
[-500. -197.]
[-500. -197.]
[-399. -298.]
[-500. -197.]
[-500. -500.]
[-500. -197.]
[-500. -500.]
[-500. -197.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -298.]
[-298. -500.]
[-500. -197.]
[-298. -500.]
[-298. -500.]
[-500. -197.]
[-197. -500.]
[-197. -500.]
[-298. -500.]
[-298. -399.]
[-197. -500.]
[-500. -197.]
[-500. -500.]
[-500. -298.]
[-197. -500.]
[-197. -500.]
[-298. -500.]
[-298. -197.]
[-500. -500.]
[-197. -500.]
[-399. -500.]
[-500. -500.]
[-500. -500.]
[-197. -500.]
[-500. -500.]
[-500. -500.]
[-197. -500.]
[-500. -500.]
[-399. -500.]
[-500. -197.]
[-298. -500.]
[-298. -500.]
[-500. -500.]
[-500. -500.]
[-197. -500.]
[-197. -500.]
[-399. -500.]
[-500. -298.]
[-500. -298.]
[-500. -500.]
[-500. -399.]
[-298. -298.]
[-197. -500.]
[-500. -197.]
[-298. -500.]
[-197. -500.]
[-399. -298.]
[-197. -500.]
[-298. -500.]
[-298. -500.]
[-500. -500.]
[-500. -298.]
[-500. -298.]
[-197. -500.]
[-298. -500.]
[-197. -500.]
[-298. -500.]
[-298. -500.]
[-500. -500.]
[-500. -500.]
[-298. -500.]
[-500. -500.]
[-500. -197.]
[-399. -500.]
[-500. -500.]
[-500. -500.]
[-197. -500.]
[-197. -500.]
[-298. -500.]
[-500. -500.]
[-298. -500.]
[-298. -500.]
[-500. -197.]
[-197. -500.]
[-500. -500.]
[-500. -500.]
[-399. -298.]
[-197. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-197. -500.]
[-500. -500.]
[-500. -500.]
[-298. -500.]
[-500. -500.]
[-197. -500.]
[-197. -500.]
[-399. -298.]
[-298. -500.]
[-197. -500.]
[-500. -197.]
[-298. -500.]
[-399. -500.]
[-298. -500.]
[-399. -500.]
[-500. -197.]
[-298. -500.]
[-197. -500.]
[-399. -500.]
[-500. -500.]
[-399. -197.]
[-197. -500.]
[-500. -500.]
[-500. -298.]
[-500. -197.]
[-500. -197.]
[-298. -399.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-197. -500.]
[-500. -298.]
[-500. -500.]
[-298. -500.]
[-298. -500.]
[-500. -500.]
[-500. -500.]
[-298. -500.]
[-500. -298.]
[-298. -298.]
[-500. -500.]
[-298. -500.]
[-399. -500.]
[-500. -500.]
[-500. -500.]
[-298. -500.]
[-500. -500.]
[-500. -500.]
[-298. -500.]
[-298. -500.]
[-197. -399.]
[-298. -500.]
[-197. -500.]
[-500. -500.]
[-197. -500.]
[-500. -500.]
[-298. -197.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-298. -500.]
[-298. -298.]
[-500. -298.]
[-500. -500.]
[-500. -197.]
[-500. -298.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-399. -298.]
[-500. -500.]
[-197. -500.]
[-197. -500.]
[-500. -500.]
[-500. -298.]
[-399. -500.]
[-298. -399.]
[-298. -500.]
[-298. -500.]
[-500. -500.]
[-298. -500.]
[-399. -500.]
[-500. -500.]
[-298. -500.]
[-298. -500.]
[-500. -500.]
[-500. -298.]
[-298. -298.]
[-399. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-399. -500.]
[-500. -500.]
[-500. -298.]
[-500. -197.]
[-500. -197.]
[-399. -500.]
[-298. -500.]
[-298. -500.]
[-197. -500.]
[-500. -298.]
[-399. -500.]
[-197. -399.]
[-500. -500.]
[-197. -500.]
[-197. -500.]
[-298. -500.]
[-500. -500.]
[-298. -399.]
[-197. -399.]
[-298. -500.]
[-500. -197.]
[-500. -500.]
[-197. -500.]
[-298. -500.]
[-298. -500.]
[-298. -197.]
[-197. -500.]
[-298. -500.]
[-197. -500.]
[-500. -500.]
[-399. -298.]
[-399. -500.]
[-500. -298.]
[-500. -298.]
[-500. -298.]
[-500. -500.]
[-500. -298.]
[-500. -500.]
[-500. -197.]
[-399. -500.]
[-298. -500.]
[-500. -500.]
[-298. -197.]
[-500. -298.]
[-298. -500.]
[-500. -197.]
[-197. -500.]
[-197. -500.]
[-298. -500.]
[-500. -500.]
[-500. -298.]
[-500. -500.]
[-500. -298.]
[-500. -197.]
[-197. -500.]
[-500. -500.]
[-500. -298.]
[-197. -500.]
[-197. -500.]
[-197. -500.]
[-500. -298.]
[-500. -399.]
[-500. -500.]
[-399. -500.]
[-298. -500.]
[-500. -197.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-298. -197.]
[-500. -298.]
[-399. -500.]
[-298. -500.]
[-500. -500.]
[-500. -298.]
[-500. -500.]
[-197. -500.]
[-500. -500.]
[-298. -399.]
[-500. -500.]
[-298. -500.]
[-399. -500.]
[-197. -500.]
[-298. -197.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -197.]
[-500. -399.]
[-500. -298.]
[-500. -500.]
[-500. -500.]
[-500. -298.]
[-500. -500.]
[-500. -197.]
[-500. -500.]
[-197. -500.]
[-197. -500.]
[-197. -500.]
[-500. -500.]
[-197. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-197. -500.]
[-197. -500.]
[-197. -500.]
[-197. -298.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-399. -500.]
[-197. -500.]
[-500. -500.]
[-298. -500.]
[-500. -500.]
[-500. -500.]
[-197. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-197. -500.]
[-298. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-399. -500.]
[-500. -500.]
[-298. -500.]
[-500. -500.]
[-500. -298.]
[-298. -500.]
[-500. -500.]
[-500. -500.]
[-500. -197.]
[-500. -500.]
[-298. -500.]
[-500. -298.]
[-298. -500.]
[-500. -500.]
[-500. -500.]
[-500. -399.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-197. -500.]
[-500. -500.]
[-500. -500.]
[-500. -298.]
[-500. -500.]
[-298. -500.]
[-197. -500.]
[-500. -500.]
[-500. -298.]
[-500. -298.]
[-197. -500.]
[-500. -500.]
[-197. -500.]
[-298. -197.]
[-500. -500.]
[-298. -500.]
[-500. -197.]
[-500. -197.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-197. -500.]
[-298. -500.]
[-500. -500.]
[-500. -500.]
[-298. -197.]
[-399. -500.]
[-197. -500.]
[-298. -500.]
[-298. -500.]
[-298. -500.]
[-500. -500.]
[-298. -500.]
[-298. -500.]
[-197. -500.]
[-500. -500.]
[-197. -500.]
[-298. -500.]
[-500. -500.]
[-500. -197.]
[-500. -500.]
[-197. -500.]
[-500. -500.]
[-500. -500.]
[-500. -500.]
[-500. -197.]
[-500. -298.]
[-500. -500.]
[-197. -500.]
[-500. -298.]
[-500. -500.]
[-500. -500.]
[-197. -500.]
[-197. -500.]
[-399. -197.]
[-298. -500.]
